httpRequest.latency,httpRequest.protocol,httpRequest.referer,httpRequest.remoteIp,httpRequest.requestMethod,httpRequest.requestSize,httpRequest.requestUrl,httpRequest.responseSize,httpRequest.serverIp,httpRequest.status,httpRequest.userAgent,insertId,"'labels.""goog-managed-by""",labels.instanceId,labels.scaling_reason,logName,protoPayload.methodName,protoPayload.resourceName,"'protoPayload.response.@type",protoPayload.response.apiVersion,protoPayload.response.kind,"'protoPayload.response.metadata.annotations.""autoscaling.knative.dev/maxScale""","'protoPayload.response.metadata.annotations.""autoscaling.knative.dev/minScale""","'protoPayload.response.metadata.annotations.""run.googleapis.com/cpu-throttling""","'protoPayload.response.metadata.annotations.""run.googleapis.com/execution-environment""","'protoPayload.response.metadata.annotations.""run.googleapis.com/ingress""","'protoPayload.response.metadata.annotations.""run.googleapis.com/operation-id""","'protoPayload.response.metadata.annotations.""run.googleapis.com/sessionAffinity""","'protoPayload.response.metadata.annotations.""run.googleapis.com/startup-cpu-boost""","'protoPayload.response.metadata.annotations.""serving.knative.dev/creator""",protoPayload.response.metadata.creationTimestamp,protoPayload.response.metadata.generation,"'protoPayload.response.metadata.labels.""cloud.googleapis.com/location""","'protoPayload.response.metadata.labels.""goog-managed-by""","'protoPayload.response.metadata.labels.""run.googleapis.com/startupProbeType""","'protoPayload.response.metadata.labels.""serving.knative.dev/configuration""","'protoPayload.response.metadata.labels.""serving.knative.dev/configurationGeneration""","'protoPayload.response.metadata.labels.""serving.knative.dev/route""","'protoPayload.response.metadata.labels.""serving.knative.dev/service""","'protoPayload.response.metadata.labels.""serving.knative.dev/serviceUid""",protoPayload.response.metadata.name,protoPayload.response.metadata.namespace,protoPayload.response.metadata.ownerReferences,protoPayload.response.metadata.resourceVersion,protoPayload.response.metadata.selfLink,protoPayload.response.metadata.uid,protoPayload.response.spec.containerConcurrency,protoPayload.response.spec.containers,protoPayload.response.spec.serviceAccountName,protoPayload.response.spec.timeoutSeconds,protoPayload.response.status.conditions,protoPayload.response.status.containerStatuses,protoPayload.response.status.imageDigest,protoPayload.response.status.logUrl,protoPayload.response.status.observedGeneration,protoPayload.serviceName,protoPayload.status.message,receiveLocation,receiveTimestamp,resource.labels.configuration_name,resource.labels.location,resource.labels.project_id,resource.labels.revision_name,resource.labels.service_name,resource.type,severity,spanId,textPayload,timestamp,trace,traceSampled
,,,,,,,,,,,691170c2000b290a008360b9,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:57:38.949128735Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,," ✓ Ready in 137ms","'2025-11-10T04:57:38.731402Z",,
,,,,,,,,,,,691170c200095877fcbc9e16,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:57:38.949128735Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,," ✓ Starting...","'2025-11-10T04:57:38.612471Z",,
,,,,,,,,,,,691170c20009575052f7a459,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:57:38.949128735Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Network:      http://0.0.0.0:8080","'2025-11-10T04:57:38.612176Z",,
,,,,,,,,,,,691170c20009566ed7ec26ef,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:57:38.949128735Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"'   - Local:        http://localhost:8080","'2025-11-10T04:57:38.611950Z",,
,,,,,,,,,,,691170c20009550fa341239b,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fstdout",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:57:38.621611021Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,,,"   ▲ Next.js 15.3.3","'2025-11-10T04:57:38.611599Z",,
,,,,,,,,,,,691170c200093e050dd6158c,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:57:38.686234827Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Default STARTUP TCP probe succeeded after 1 attempt for container ""sfaisolutions-frontend-1"" on port 8080.","'2025-11-10T04:57:38.605701Z",,
0.365901468s,HTTP/1.1,,74.125.215.195,GET,1306,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/wp-admin/setup-config.php",3732,34.143.77.2,404,Google,691170c30002def476994dde,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:57:39.196102390Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,5da9aa4041cfd85d,,"'2025-11-10T04:57:37.819982Z","'projects/cocreator-d0nbh/traces/cda35c81bf96eca8fe4d7ff1ba33e57b",
,,,,,,,,,,,691170c1000a639834ae7975,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,AUTOSCALING,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Fvarlog%2Fsystem",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:57:37.687141499Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,,"'Starting new instance. Reason: AUTOSCALING - Instance started due to configured scaling factors (e.g. CPU utilization, request throughput, etc.) or no existing capacity for current traffic.","'2025-11-10T04:57:37.680856Z",,
1.390324876s,HTTP/1.1,,74.125.215.108,GET,1306,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/wp-admin/setup-config.php",3733,34.143.72.2,404,Google,691170c30002e6b9dc95ea43,"'firebase-app-hosting",001477829632d232c09c6eb09f1f92b076fe3e56741b132f0708a0f6ff0ba2f9e526dc741fd4621bf3c035ee714f2c8be009b0c124b3b007fb75de1d3254238d672d5484387d87e22f5e00c66eac,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:57:39.529788972Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,63a9fd35cd67de48,,"'2025-11-10T04:57:37.653199Z","'projects/cocreator-d0nbh/traces/10762d3c6f3565a786fd41f90d832d14",true
0.011123985s,HTTP/1.1,,66.102.6.166,GET,903,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/",7647,34.143.79.2,200,Google,69116b500003698269cae1aa,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:34:24.228987803Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,6138ff59820fc441,,"'2025-11-10T04:34:24.194447Z","'projects/cocreator-d0nbh/traces/4e438bb2b63647b4849c0174dc97e55a",true
0.017244140s,HTTP/1.1,,64.233.172.192,GET,994,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/_next/static/chunks/4bd1b696-425040bbc1aa26e1.js",53673,34.143.74.2,200,Google,691169860002c1352380b980,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:46.331630175Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,c78832528fe6eaca,,"'2025-11-10T04:26:46.161412Z","'projects/cocreator-d0nbh/traces/9cb318be2df81a3fb776bbd93599a914",
0.016580440s,HTTP/1.1,,74.125.215.6,GET,989,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/_next/static/chunks/684-1d7a29a3d2f77cde.js",45985,34.143.72.2,200,Google,69116985000b3e4521a031d2,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:45.998429672Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,862a752384ac3128,,"'2025-11-10T04:26:45.718505Z","'projects/cocreator-d0nbh/traces/a8d898a0eba3fe8c7903eabe3652f74f",
0.005068942s,HTTP/1.1,,64.233.172.74,GET,992,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/_next/static/chunks/main-app-cb4c4999bdb21bfd.js",840,34.143.75.2,200,Google,6911698500038ec22ec90e3c,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:45.333680893Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,45f60a62345e9439,,"'2025-11-10T04:26:45.226498Z","'projects/cocreator-d0nbh/traces/802351d8f62cb9e3c71884720389e35b",
0.011303266s,HTTP/1.1,,192.178.15.68,GET,1021,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/_next/static/chunks/app/layout-198fa009a1b2d364.js",7053,34.143.76.2,200,Google,69116984000cdde0c220fe77,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:44.999996200Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,67769a2d7f764091,,"'2025-11-10T04:26:44.829895Z","'projects/cocreator-d0nbh/traces/1c427caf6472c136361b12efd551e446",
0.009927634s,HTTP/1.1,,74.125.215.69,GET,996,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/_next/static/chunks/polyfills-42372ed130431b0a.js",39980,34.143.77.2,200,Google,6911698400006de7f0cc2d66,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:44.333830565Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,949ae76124529fa3,,"'2025-11-10T04:26:44.016554Z","'projects/cocreator-d0nbh/traces/9350f5ace13114aec6669410540fd7af",
0.010412320s,HTTP/1.1,,74.125.215.11,GET,989,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/_next/static/chunks/929-39e7b066b35a8019.js",8728,34.143.76.2,200,Google,69116983000903f530e907da,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:43.669354819Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,b376a6678bbc1ba2,,"'2025-11-10T04:26:43.578429Z","'projects/cocreator-d0nbh/traces/75cd045f1cce8f58ef71a67e0719371f",
0.009094511s,HTTP/1.1,,66.102.6.194,GET,990,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/_next/static/chunks/668-6f8e9dc5951e911a.js",9649,34.143.77.2,200,Google,6911698300027143254ef182,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:43.331686540Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,a286241e93c2c3a7,,"'2025-11-10T04:26:43.149100Z","'projects/cocreator-d0nbh/traces/42d146d179266ec7e748fe28f5894002",
0.011865751s,HTTP/1.1,,74.125.212.1,GET,989,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/_next/static/chunks/572-5da0adca751679bb.js",3263,34.143.76.2,200,Google,69116982000b8c9214022cb5,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:43.000945183Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,4baebeb6dd5bd6b1,,"'2025-11-10T04:26:42.743197Z","'projects/cocreator-d0nbh/traces/349cac7e1f116d48d747b35e32a9733d",
0.009128245s,HTTP/1.1,,66.102.6.45,GET,994,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/_next/static/chunks/app/page-60888404f6cc8ebd.js",1826,34.143.78.2,200,Google,6911698200052bdc6ec2220a,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:42.668856370Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,04122c01adce6770,,"'2025-11-10T04:26:42.327833Z","'projects/cocreator-d0nbh/traces/76ebd4760e38e0197bb67bc5acc8b648",
0.012836323s,HTTP/1.1,,74.125.212.3,GET,994,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/_next/static/chunks/webpack-c4bd1069af772b77.js",1992,34.143.76.2,200,Google,69116981000e41f641686db4,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:42.004175477Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,c66159e4479a89d4,,"'2025-11-10T04:26:41.919615Z","'projects/cocreator-d0nbh/traces/fffdb8fde23e22360283fcdfc1e79560",
0.032693284s,HTTP/1.1,,74.125.215.197,GET,946,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/",7647,34.143.76.2,200,Google,69116981000705aa59d741de,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:41.669107104Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,86a1c52b6ae57c2d,,"'2025-11-10T04:26:41.425586Z","'projects/cocreator-d0nbh/traces/a934e22da94476e538b63abac56784c2",
0.033488705s,HTTP/1.1,,64.233.172.103,GET,958,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/.git/config",3720,34.143.79.2,404,Google,69116980000f3518989189e5,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:26:41.004291887Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,WARNING,2bb6df4645703549,,"'2025-11-10T04:26:40.948134Z","'projects/cocreator-d0nbh/traces/bb9db8e96f38d64ee5c8f7b71efb7e09",true
0.005337812s,HTTP/1.1,"'https://sfaisolutions.com/anonymous-hubs",66.102.6.67,GET,1372,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/anonymous-hubs/assets/packages/cupertino_icons/assets/CupertinoIcons.ttf",221,34.143.77.2,304,Google,6911667f0008c7e5839d6114,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:13:51.805215940Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,afb77371fa19cd58,,"'2025-11-10T04:13:51.568435Z","'projects/cocreator-d0nbh/traces/b553e6f12c52d2834f90cd11a916c5b4",
0.004178730s,HTTP/1.1,"'https://sfaisolutions.com/anonymous-hubs",74.125.215.34,GET,1354,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/anonymous-hubs/assets/fonts/MaterialIcons-Regular.otf",222,34.143.77.2,304,Google,6911667f0008c3c7ec59725b,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:13:51.805215940Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,bfa985b0cff42331,,"'2025-11-10T04:13:51.568349Z","'projects/cocreator-d0nbh/traces/3698ca3d3063f603d1484e2aac36b67c",
0.003141827s,HTTP/1.1,"'https://sfaisolutions.com/anonymous-hubs",64.233.172.134,GET,1398,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/anonymous-hubs/icons/Icon-192.png",222,34.143.77.2,304,Google,6911667f000489b211259db9,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:13:51.472764252Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,685407013c187ddf,,"'2025-11-10T04:13:51.291943Z","'projects/cocreator-d0nbh/traces/b9f007e220c4eb7221fe0ccab6bf6a61",
0.003752939s,HTTP/1.1,"'https://sfaisolutions.com/anonymous-hubs",64.233.172.37,GET,1338,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/anonymous-hubs/assets/FontManifest.json",220,34.143.77.2,304,Google,6911667f00045b0e1a10b298,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:13:51.472764252Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,0dac0a557e881abe,,"'2025-11-10T04:13:51.279766Z","'projects/cocreator-d0nbh/traces/78d944ac8a7317e52e5b888aa8760d66",
0.008741084s,HTTP/1.1,"'https://sfaisolutions.com/anonymous-hubs",64.233.172.140,GET,1328,"'https://t-2616093887---sfaisolutions-frontend-gmjes64qia-uc.a.run.app/anonymous-hubs/manifest.json",221,34.143.73.2,304,Google,6911667e000bbb693f72445c,"'firebase-app-hosting",0014778296485dd1eceaf34c668263f304729d2fcc1966901528d6d42bf0c38218d54fae22dd8ccb5676a2e0a19ece563422162cb19d398dcb4d1fb01f8dbd5fdc7a4a4109ea7c5be90753be2131,,"'projects/cocreator-d0nbh/logs/run.googleapis.com%2Frequests",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"'2025-11-10T04:13:50.804425315Z","'sfaisolutions-frontend","'us-central1","'cocreator-d0nbh","'sfaisolutions-frontend-build-2025-11-10-002","'sfaisolutions-frontend",cloud_run_revision,INFO,b5cfd5730378aab7,,"'2025-11-10T04:13:50.758204Z","'projects/cocreator-d0nbh/traces/c6c93fac3852285b312280211e5417b9",
